50;date;money; ;75;date;money; ;100;date;money; ;125;date;money; ;150;date;money; ;
29759;24.06.2013 13:10:00;111,54; ;46220;13.09.2013 16:45:00;129,14; ;57552;02.12.2013 15:05:00;102,6; ; ; ; ; ; ; ; ; ;
29819;24.06.2013 16:00:00;111,48; ;46223;13.09.2013 16:54:00;129,02; ;58249;05.12.2013 14:12:00;105,88; ; ; ; ; ; ; ; ; ;
29850;24.06.2013 17:11:00;111,04; ;46224;13.09.2013 16:55:00;129,05; ;58335;05.12.2013 18:30:00;105,03; ; ; ; ; ; ; ; ; ;
29973;24.06.2013 22:05:00;112,43; ;46226;13.09.2013 17:04:00;128,87; ;58480;06.12.2013 13:58:00;104,66; ; ; ; ; ; ; ; ; ;
30162;25.06.2013 15:46:00;113; ;46233;13.09.2013 17:33:00;128,75; ;59035;11.12.2013 13:43:00;106,79; ; ; ; ; ; ; ; ; ;
30222;25.06.2013 17:39:00;112,63; ;46256;13.09.2013 18:39:00;127,36; ;59089;11.12.2013 16:21:00;105,73; ; ; ; ; ; ; ; ; ;
30264;25.06.2013 19:14:00;112,09; ;46587;17.09.2013 12:04:00;130,85; ;59201;12.12.2013 10:03:00;104,45; ; ; ; ; ; ; ; ; ;
30320;25.06.2013 23:39:00;111,66; ;46661;17.09.2013 16:19:00;130,5; ;59474;13.12.2013 13:21:00;105,08; ; ; ; ; ; ; ; ; ;
30478;26.06.2013 16:40:00;112,64; ;46913;18.09.2013 19:09:00;131,42; ;59563;13.12.2013 19:35:00;105,24; ; ; ; ; ; ; ; ; ;
30512;26.06.2013 17:41:00;111,14; ;46970;18.09.2013 22:33:00;128,83; ; ; ; ; ; ; ; ; ; ; ; ; ;
30691;27.06.2013 12:15:00;112,12; ;47127;19.09.2013 13:59:00;130,62; ; ; ; ; ; ; ; ; ; ; ; ; ;
30848;27.06.2013 18:17:00;111,86; ;47192;19.09.2013 17:18:00;130,73; ; ; ; ; ; ; ; ; ; ; ; ; ;
30919;27.06.2013 21:00:00;111,94; ;47209;19.09.2013 18:00:00;130,38; ; ; ; ; ; ; ; ; ; ; ; ; ;
30950;27.06.2013 22:54:00;111,99; ;47387;20.09.2013 15:20:00;130,56; ; ; ; ; ; ; ; ; ; ; ; ; ;
31085;28.06.2013 14:18:00;112,12; ;47505;20.09.2013 22:27:00;130,01; ; ; ; ; ; ; ; ; ; ; ; ; ;
31218;28.06.2013 18:42:00;111,81; ;47985;25.09.2013 14:40:00;130,99; ; ; ; ; ; ; ; ; ; ; ; ; ;
31303;28.06.2013 23:45:00;111,51; ;48208;26.09.2013 13:09:00;130,75; ; ; ; ; ; ; ; ; ; ; ; ; ;
31324;01.07.2013 10:38:00;111,34; ;48312;26.09.2013 19:13:00;130,66; ; ; ; ; ; ; ; ; ; ; ; ; ;
31394;01.07.2013 13:31:00;111,8; ;48363;26.09.2013 23:37:00;130,86; ; ; ; ; ; ; ; ; ; ; ; ; ;
31416;01.07.2013 14:11:00;110,98; ;48804;30.09.2013 23:34:00;135,77; ; ; ; ; ; ; ; ; ; ; ; ; ;
31604;02.07.2013 10:24:00;111,55; ;49105;02.10.2013 11:30:00;136,42; ; ; ; ; ; ; ; ; ; ; ; ; ;
31772;02.07.2013 17:16:00;112,37; ;49285;02.10.2013 22:55:00;136,28; ; ; ; ; ; ; ; ; ; ; ; ; ;
31833;02.07.2013 20:31:00;112,13; ;49363;03.10.2013 13:43:00;135,54; ; ; ; ; ; ; ; ; ; ; ; ; ;
32022;03.07.2013 16:28:00;113,21; ;49435;03.10.2013 17:50:00;134,94; ; ; ; ; ; ; ; ; ; ; ; ; ;
32179;04.07.2013 11:04:00;113,08; ;49504;03.10.2013 22:03:00;135,2; ; ; ; ; ; ; ; ; ; ; ; ; ;
32293;04.07.2013 16:43:00;113,46; ;49573;04.10.2013 12:31:00;135,47; ; ; ; ; ; ; ; ; ; ; ; ; ;
32504;05.07.2013 14:24:00;114,38; ;49787;07.10.2013 12:01:00;136,86; ; ; ; ; ; ; ; ; ; ; ; ; ;
32659;05.07.2013 22:27:00;115,02; ;49877;07.10.2013 17:47:00;136,04; ; ; ; ; ; ; ; ; ; ; ; ; ;
32682;08.07.2013 10:07:00;114,36; ;50044;08.10.2013 13:44:00;136,46; ; ; ; ; ; ; ; ; ; ; ; ; ;
32756;08.07.2013 13:23:00;114,03; ;50077;08.10.2013 14:55:00;134,88; ; ; ; ; ; ; ; ; ; ; ; ; ;
32777;08.07.2013 14:17:00;113,03; ;50224;09.10.2013 10:55:00;135,57; ; ; ; ; ; ; ; ; ; ; ; ; ;
32854;08.07.2013 18:07:00;112,4; ;50252;09.10.2013 11:51:00;134,25; ; ; ; ; ; ; ; ; ; ; ; ; ;
33008;09.07.2013 12:48:00;112,06; ;50345;09.10.2013 16:30:00;132,68; ; ; ; ; ; ; ; ; ; ; ; ; ;
33102;09.07.2013 17:31:00;112,11; ;50456;09.10.2013 23:48:00;132,46; ; ; ; ; ; ; ; ; ; ; ; ; ;
33224;10.07.2013 10:44:00;112,09; ;50702;10.10.2013 23:14:00;134,99; ; ; ; ; ; ; ; ; ; ; ; ; ;
33440;10.07.2013 23:32:00;113,63; ;50829;11.10.2013 16:16:00;135,65; ; ; ; ; ; ; ; ; ; ; ; ; ;
33544;11.07.2013 14:31:00;115,77; ;50838;11.10.2013 16:42:00;135,6; ; ; ; ; ; ; ; ; ; ; ; ; ;
33574;11.07.2013 16:00:00;114,32; ;51061;14.10.2013 17:15:00;136,65; ; ; ; ; ; ; ; ; ; ; ; ; ;
34069;15.07.2013 13:52:00;120,59; ;51380;15.10.2013 23:18:00;138,67; ; ; ; ; ; ; ; ; ; ; ; ; ;
34148;15.07.2013 17:27:00;119,95; ;51452;16.10.2013 13:20:00;137,89; ; ; ; ; ; ; ; ; ; ; ; ; ;
34358;16.07.2013 15:52:00;120,57; ;51517;16.10.2013 16:56:00;137,44; ; ; ; ; ; ; ; ; ; ; ; ; ;
34493;17.07.2013 10:48:00;121,86; ;51756;17.10.2013 18:08:00;138,83; ; ; ; ; ; ; ; ; ; ; ; ; ;
34567;17.07.2013 13:35:00;121,58; ;52128;21.10.2013 16:54:00;141,93; ; ; ; ; ; ; ; ; ; ; ; ; ;
34622;17.07.2013 16:09:00;120,91; ;52178;21.10.2013 20:59:00;141,95; ; ; ; ; ; ; ; ; ; ; ; ; ;
34794;18.07.2013 10:35:00;122,21; ;52241;22.10.2013 12:07:00;141,73; ; ; ; ; ; ; ; ; ; ; ; ; ;
35017;18.07.2013 19:00:00;124,97; ;52353;22.10.2013 20:37:00;141,91; ; ; ; ; ; ; ; ; ; ; ; ; ;
35039;18.07.2013 19:59:00;124,2; ;52410;23.10.2013 11:51:00;140,79; ; ; ; ; ; ; ; ; ; ; ; ; ;
35106;19.07.2013 10:04:00;123,66; ;52657;24.10.2013 16:25:00;142,35; ; ; ; ; ; ; ; ; ; ; ; ; ;
35185;19.07.2013 13:06:00;123,88; ;52719;24.10.2013 20:43:00;141,91; ; ; ; ; ; ; ; ; ; ; ; ; ;
35216;19.07.2013 14:18:00;123,3; ;52837;25.10.2013 14:38:00;142,11; ; ; ; ; ; ; ; ; ; ; ; ; ;
35329;19.07.2013 17:58:00;125,2; ;53015;28.10.2013 15:37:00;141,97; ; ; ; ; ; ; ; ; ; ; ; ; ;
35446;22.07.2013 11:00:00;126,59; ;53197;29.10.2013 16:20:00;141,75; ; ; ; ; ; ; ; ; ; ; ; ; ;
35447;22.07.2013 11:01:00;126,62; ;53288;30.10.2013 10:23:00;141,77; ; ; ; ; ; ; ; ; ; ; ; ; ;
35532;22.07.2013 14:08:00;126,81; ;53330;30.10.2013 12:20:00;140,79; ; ; ; ; ; ; ; ; ; ; ; ; ;
35562;22.07.2013 15:18:00;126,64; ;53430;30.10.2013 19:35:00;139,77; ; ; ; ; ; ; ; ; ; ; ; ; ;
35712;23.07.2013 10:28:00;127,23; ;53594;31.10.2013 17:23:00;139,66; ; ; ; ; ; ; ; ; ; ; ; ; ;
35785;23.07.2013 13:10:00;127,42; ;53929;05.11.2013 14:32:00;139,23; ; ; ; ; ; ; ; ; ; ; ; ; ;
35814;23.07.2013 14:39:00;127,96; ;54085;06.11.2013 14:06:00;139,41; ; ; ; ; ; ; ; ; ; ; ; ; ;
35838;23.07.2013 15:40:00;128,09; ;54163;06.11.2013 20:50:00;139,06; ; ; ; ; ; ; ; ; ; ; ; ; ;
36075;24.07.2013 13:00:00;130,42; ;54264;07.11.2013 16:47:00;137,65; ; ; ; ; ; ; ; ; ; ; ; ; ;
36103;24.07.2013 14:11:00;129,93; ;54357;07.11.2013 23:03:00;135,84; ; ; ; ; ; ; ; ; ; ; ; ; ;
36136;24.07.2013 15:37:00;128,59; ;54690;12.11.2013 11:37:00;135,84; ; ; ; ; ; ; ; ; ; ; ; ; ;
36205;24.07.2013 18:13:00;127,26; ;54958;13.11.2013 18:22:00;135,16; ; ; ; ; ; ; ; ; ; ; ; ; ;
36262;24.07.2013 22:06:00;126,3; ;55062;14.11.2013 11:56:00;133,16; ; ; ; ; ; ; ; ; ; ; ; ; ;
36317;25.07.2013 10:49:00;126,06; ;55312;15.11.2013 14:23:00;133,38; ; ; ; ; ; ; ; ; ; ; ; ; ;
36365;25.07.2013 12:27:00;126,15; ;55385;15.11.2013 19:16:00;133,4; ; ; ; ; ; ; ; ; ; ; ; ; ;
36375;25.07.2013 12:54:00;125,7; ;55414;15.11.2013 23:13:00;133,61; ; ; ; ; ; ; ; ; ; ; ; ; ;
36472;25.07.2013 16:30:00;126,06; ;55487;18.11.2013 13:43:00;133,39; ; ; ; ; ; ; ; ; ; ; ; ; ;
36496;25.07.2013 17:31:00;125,75; ;55755;19.11.2013 18:42:00;136,16; ; ; ; ; ; ; ; ; ; ; ; ; ;
36535;25.07.2013 19:00:00;125,64; ;55993;20.11.2013 18:43:00;136,42; ; ; ; ; ; ; ; ; ; ; ; ; ;
36560;25.07.2013 20:18:00;125,6; ;56077;21.11.2013 10:57:00;135,75; ; ; ; ; ; ; ; ; ; ; ; ; ;
36602;25.07.2013 22:50:00;125,18; ;56240;22.11.2013 10:08:00;135,84; ; ; ; ; ; ; ; ; ; ; ; ; ;
36667;26.07.2013 11:58:00;124; ;56308;22.11.2013 14:34:00;134,88; ; ; ; ; ; ; ; ; ; ; ; ; ;
36757;26.07.2013 17:06:00;124,05; ;56387;22.11.2013 19:18:00;133,88; ; ; ; ; ; ; ; ; ; ; ; ; ;
36790;26.07.2013 19:00:00;123,31; ;56572;25.11.2013 19:24:00;133,46; ; ; ; ; ; ; ; ; ; ; ; ; ;
36862;29.07.2013 10:03:00;122,95; ;56919;27.11.2013 13:57:00;134,85; ; ; ; ; ; ; ; ; ; ; ; ; ;
36913;29.07.2013 12:11:00;122,91; ;56983;27.11.2013 17:23:00;134,13; ; ; ; ; ; ; ; ; ; ; ; ; ;
36928;29.07.2013 12:58:00;123,16; ;57084;28.11.2013 11:09:00;134,09; ; ; ; ; ; ; ; ; ; ; ; ; ;
36937;29.07.2013 13:33:00;123,41; ;57156;28.11.2013 15:23:00;132,94; ; ; ; ; ; ; ; ; ; ; ; ; ;
36997;29.07.2013 16:51:00;123,39; ;57350;29.11.2013 15:58:00;132,86; ; ; ; ; ; ; ; ; ; ; ; ; ;
37009;29.07.2013 17:20:00;123,28; ;57531;02.12.2013 13:44:00;133,06; ; ; ; ; ; ; ; ; ; ; ; ; ;
37113;30.07.2013 10:02:00;123,5; ;57989;04.12.2013 13:42:00;136,4; ; ; ; ; ; ; ; ; ; ; ; ; ;
37181;30.07.2013 13:28:00;122,72; ;58010;04.12.2013 14:57:00;136,18; ; ; ; ; ; ; ; ; ; ; ; ; ;
37259;30.07.2013 17:40:00;122,02; ;58211;05.12.2013 11:55:00;137,35; ; ; ; ; ; ; ; ; ; ; ; ; ;
37317;30.07.2013 20:45:00;121,36; ;58328;05.12.2013 18:06:00;135,75; ; ; ; ; ; ; ; ; ; ; ; ; ;
37379;31.07.2013 10:30:00;121,51; ;58453;06.12.2013 12:52:00;134,7; ; ; ; ; ; ; ; ; ; ; ; ; ;
37484;31.07.2013 15:03:00;122,41; ;58885;10.12.2013 14:37:00;137,16; ; ; ; ; ; ; ; ; ; ; ; ; ;
37566;31.07.2013 18:01:00;121,76; ;58922;10.12.2013 17:38:00;136,31; ; ; ; ; ; ; ; ; ; ; ; ; ;
37985;02.08.2013 12:11:00;123,71; ;59002;11.12.2013 12:11:00;135,82; ; ; ; ; ; ; ; ; ; ; ; ; ;
38135;02.08.2013 18:19:00;123,62; ;59069;11.12.2013 15:13:00;135,03; ; ; ; ; ; ; ; ; ; ; ; ; ;
38223;05.08.2013 11:02:00;123,47; ;59178;11.12.2013 21:48:00;134,21; ; ; ; ; ; ; ; ; ; ; ; ; ;
38266;05.08.2013 13:18:00;123,03; ;59444;13.12.2013 11:40:00;134,98; ; ; ; ; ; ; ; ; ; ; ; ; ;
38298;05.08.2013 14:40:00;122,36; ;59531;13.12.2013 16:57:00;134,65; ; ; ; ; ; ; ; ; ; ; ; ; ;
38751;07.08.2013 12:29:00;124,48; ;59579;13.12.2013 21:13:00;134,63; ; ; ; ; ; ; ; ; ; ; ; ; ;
38847;07.08.2013 17:27:00;123,93; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
38938;07.08.2013 23:03:00;123,78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
39004;08.08.2013 12:00:00;122,22; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
39089;08.08.2013 15:26:00;121,1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
39180;08.08.2013 19:28:00;121,1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
39202;08.08.2013 20:44:00;120,95; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
39339;09.08.2013 14:05:00;120,95; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
39370;09.08.2013 15:39:00;120,46; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
39538;12.08.2013 10:53:00;121,25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
39680;12.08.2013 17:40:00;121,02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
39879;13.08.2013 17:51:00;123,14; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
39944;13.08.2013 21:34:00;122,67; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
40024;14.08.2013 12:34:00;122,14; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
40081;14.08.2013 16:05:00;121,66; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
40163;15.08.2013 10:06:00;121,53; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
40418;15.08.2013 23:09:00;123,87; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
40451;16.08.2013 10:53:00;123,5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
40722;19.08.2013 11:04:00;125,53; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
40767;19.08.2013 12:41:00;125,32; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
40787;19.08.2013 13:39:00;125,17; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
40804;19.08.2013 14:19:00;124,67; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
40820;19.08.2013 15:00:00;124,32; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
40827;19.08.2013 15:17:00;124,2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
40868;19.08.2013 17:19:00;123,84; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
40910;19.08.2013 19:19:00;123,2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
41084;20.08.2013 15:15:00;124,92; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
41126;20.08.2013 17:31:00;124,46; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
41186;20.08.2013 21:12:00;124,23; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
41282;21.08.2013 12:07:00;122,74; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
41463;21.08.2013 20:43:00;123,14; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
41559;22.08.2013 11:08:00;123,23; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
41588;22.08.2013 11:56:00;122,75; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
41778;22.08.2013 20:51:00;123,87; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
41813;22.08.2013 23:16:00;123,52; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
41939;23.08.2013 14:46:00;123,37; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
42007;23.08.2013 17:55:00;123,47; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
42012;23.08.2013 18:06:00;123,2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
42085;23.08.2013 22:38:00;122,77; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
42163;26.08.2013 12:36:00;122,46; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
42297;26.08.2013 19:04:00;123,15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
42340;26.08.2013 22:36:00;122,65; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
42564;27.08.2013 19:34:00;123,83; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
42612;27.08.2013 23:09:00;123,34; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
42718;28.08.2013 12:53:00;123,36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
42762;28.08.2013 14:24:00;122,49; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
42835;28.08.2013 17:16:00;122,75; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
42975;28.08.2013 23:49:00;123,48; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
42988;29.08.2013 10:23:00;122,87; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
43073;29.08.2013 13:18:00;122,83; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
43154;29.08.2013 16:49:00;122,99; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
43197;29.08.2013 18:31:00;122,77; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
43232;29.08.2013 21:15:00;122,74; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
43265;29.08.2013 23:28:00;122,54; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
43531;02.09.2013 10:07:00;123,94; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
43692;02.09.2013 19:54:00;125,22; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
43734;03.09.2013 10:17:00;123,93; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
43828;03.09.2013 13:42:00;123,76; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
43933;03.09.2013 17:55:00;123,43; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
43986;03.09.2013 21:13:00;122,71; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
44110;04.09.2013 14:47:00;122,69; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
44341;05.09.2013 13:34:00;123,5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
44389;05.09.2013 15:15:00;122,9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
44559;06.09.2013 10:31:00;124,77; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
44701;06.09.2013 15:44:00;124,34; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
44802;06.09.2013 18:15:00;124,14; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
44871;06.09.2013 22:16:00;123,66; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
45050;09.09.2013 14:40:00;124,65; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
45120;09.09.2013 17:30:00;123,92; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
45430;10.09.2013 16:54:00;127,38; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
45484;10.09.2013 19:29:00;126,58; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
45547;11.09.2013 10:44:00;126,49; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
45578;11.09.2013 11:46:00;126,31; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
45613;11.09.2013 13:04:00;125,27; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
45774;12.09.2013 10:24:00;125,3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
45804;12.09.2013 11:38:00;124,46; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
45916;12.09.2013 15:47:00;124,81; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
46070;13.09.2013 10:11:00;125,11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
46197;13.09.2013 15:32:00;124,88; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
46224;13.09.2013 16:55:00;124,49; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
46260;13.09.2013 19:11:00;123,1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
46558;17.09.2013 10:46:00;125,83; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
46615;17.09.2013 13:15:00;125,32; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
46885;18.09.2013 17:35:00;127,3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
46959;18.09.2013 22:12:00;125,77; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
47098;19.09.2013 12:57:00;127,31; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
47157;19.09.2013 15:25:00;127,42; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
47202;19.09.2013 17:49:00;127,36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
47378;20.09.2013 14:37:00;127,81; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
47476;20.09.2013 20:09:00;127,65; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
47715;24.09.2013 10:37:00;128,86; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
47732;24.09.2013 11:40:00;128,5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
47853;24.09.2013 19:13:00;128,48; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
47870;24.09.2013 20:53:00;128,34; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
47891;24.09.2013 22:50:00;128,32; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
47901;25.09.2013 10:01:00;127,85; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
47985;25.09.2013 14:40:00;126,54; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
48194;26.09.2013 12:38:00;126,77; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
48275;26.09.2013 17:30:00;126,88; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
48339;26.09.2013 21:40:00;126,69; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
48540;27.09.2013 17:27:00;128,88; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
48541;27.09.2013 17:31:00;128,75; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
48775;30.09.2013 20:43:00;130,91; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
48989;01.10.2013 18:00:00;132,16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
49009;01.10.2013 19:07:00;131,37; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
49084;02.10.2013 10:47:00;130,31; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
49262;02.10.2013 21:25:00;130,72; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
49331;03.10.2013 11:34:00;130,16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
49416;03.10.2013 17:02:00;129,24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
49474;03.10.2013 20:08:00;128,21; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
49525;03.10.2013 23:35:00;127,58; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
49566;04.10.2013 11:55:00;127,18; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
49602;04.10.2013 13:59:00;126,35; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
49761;07.10.2013 10:55:00;127,86; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
49842;07.10.2013 15:45:00;127,69; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
50019;08.10.2013 12:39:00;128,23; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
50073;08.10.2013 14:50:00;127,14; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
50192;08.10.2013 22:49:00;127,46; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
50241;09.10.2013 11:30:00;126,5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
50321;09.10.2013 15:42:00;125,88; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
50428;09.10.2013 21:01:00;126,06; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
50674;10.10.2013 20:18:00;128,44; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
50732;11.10.2013 10:50:00;128,23; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
50753;11.10.2013 11:50:00;127,25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
50801;11.10.2013 14:30:00;126,61; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
50833;11.10.2013 16:26:00;126,04; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
50927;11.10.2013 23:47:00;125,96; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
50935;14.10.2013 10:17:00;124,84; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
51021;14.10.2013 14:32:00;124,84; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
51222;15.10.2013 13:38:00;127,02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
51264;15.10.2013 16:47:00;126,73; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
51353;15.10.2013 21:40:00;126,59; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
51430;16.10.2013 12:05:00;126,1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
51488;16.10.2013 15:24:00;125,46; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
